product_title,rating,summary,review,sentiment
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Brilliant,"""Boat Rockerz 235 V2 is Super Bluetooth Neckband Headphone....I like Boat Bluetooth headphones...Design : 09/10Bass: 10/10Bluetooth connectivity: 09/10Battery Backup: 09/10 (8 Hours super)Call voice clearity: 08/10 (Good)Overall : 09/10From: Manjunatha Hugar",Positive
realme Buds Wireless Bluetooth Headset,5,Classy product,"""It's an awesome product. Decent quality and good battery life",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Terrific purchase,Good,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Super!,Excellent,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Brilliant,Very good,Positive
realme Buds 2 Wired Headset,5,Perfect product!,awesome sounds quality & feel the real bass,Positive
realme Buds Wireless Bluetooth Headset,5,Super!,U know I'll tell y  i liked this product bcz ..u don't need to press the button and all like other brands.. there is a magnetic on buds if u just bring close each other it's off State.. if u remove it back thn ita on state.. it just need a sec to connect ..i had used other barnd too it needs time to connect and we have to hold the button long time ...in this product it's not like that... Just fabulous product ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’ÃƒÂ¢Ã‚ÂÃ‚Â¤ÃƒÂ¯Ã‚Â¸Ã‚Â,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Just wow!,Awesome sound,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Super!,"""Nice",Positive
realme Buds Wireless Bluetooth Headset,5,Awesome,"""it's very good products",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Good quality product,Worth product,Positive
realme Buds Wireless Bluetooth Headset,4,Value-for-money,Very good sound quality bass decent battery backup is good fill  like premium quality product over all good product value for money I love it,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4,Worth the money,Overall good product,Positive
BoAt BassHeads 100 Wired Headset,5,Fabulous!,superb earphones with high quality bass...I gifted it to my wife...she loved it...moreover the red colour is really attractive ...thumbs up for this product..,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Classy product,"""This might be one of the most perfectly sounding headphones... BASS IS NOT LOUDEST BUT DEEP & IMMENSE TO PUMP AUDIO... people who prefer excellent balanced sound... close your eyes and order. I don't need to talk about other aspects like battery performance",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Best in the market!,The flipkart delivery is too poor...not expected form flipkart...but the product i brought is too good..l like it...ÃƒÂ°Ã…Â¸Ã‹ÂœÃ‹Âœ,Positive
realme Buds Wireless Bluetooth Headset,5,Mind-blowing purchase,It has awesome sound and everything u need when u are in mood. Its megnatic on off feature is very easy to use and makes connections faster u don't have to press a button to turn it on or off.The battery backup is awesome One must buyValue for moneyWorth buyingDesign is killing,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Best in the market!,Love it,Positive
BoAt BassHeads 100 Wired Headset,5,Mind-blowing purchase,The best earphone ever.. very satisfied with the product quality... Not at all costly.. it fits in the ear perfectly.. It doesn't get tangled completely because of very good wires.. Very good earphone to use and suggest others too...,Positive
realme Buds Wireless Bluetooth Headset,5,Classy product,seamless connection magnetic auto on/off is very amazing & new experience for me I'm happy to purchase this amazing headset,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Fabulous!,Nice products,Positive
realme Buds Wireless Bluetooth Headset,5,Perfect product!,highly recommend,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Perfect product!,Good product battery backup was good and sound quality also good i loved it ÃƒÂ°Ã…Â¸Ã‹ÂœÃ‚Â,Positive
BoAt BassHeads 100 Wired Headset,4,Good quality product,"""Over all good product",Positive
BoAt BassHeads 100 Wired Headset,5,Worth every penny,Good product. Fast delivery. One day delivery. Good conditions. Good packing. Thank you flipkart,Positive
realme Buds 2 Wired Headset,5,Wonderful,They are the best to buy in this budget range. If one is looking for build quality with sound quality then it's the best and everything is great in it.,Positive
BoAt Airdopes 131 Bluetooth Headset,4,Good quality product,Good product,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Nice product,Best products in this price Bluetooth quality is best but your delivery system is very poor and your delivery boy is also rude in behaviour it was quite obvious if i m. Waiting for yours products from expected date is over then don't your delivery boy wait for 5min. More next time it will not happen again just remind it..,Positive
BoAt BassHeads 100 Wired Headset,4,Very Good,good quality with good Price.... u can afford easily.... and can maintain good for long time,Positive
realme Buds Wireless Bluetooth Headset,4,Very Good,good,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Brilliant,Awesome quality 8 hours battery pick up awesome bass,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Must buy!,Thanks you,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Terrific,Super sound quality but ears fitting average,Positive
realme Buds Q Bluetooth Headset,5,Perfect product!,Super,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Must buy!,Super I love one plus. . super quality.. just reached now ..,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Terrific purchase,Very Good Product.Long bettry life.,Positive
BoAt BassHeads 100 Wired Headset,5,Excellent,The Best in class in this segment The Best thing is the Build qualityBass is Not excellent But really goodThe quality is AwesomeI am extremely satisfied by this one,Positive
BoAt BassHeads 100 Wired Headset,5,Awesome,Super comfortable and very clear sound .... Proper balance of bass and audio ..... Some ear phones are only good for the bass but these earphone is a balanced one... Go for it #worth buying,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Fabulous!,Valvue for money...,Positive
realme Buds 2 Wired Headset,5,Simply awesome,"""Just bought it today and writing this review after using it till night.Bass is deep and clearVocals are clearLoud enoughNoise cancellation is amazingOverall a good deal for Rs. 599But i felt the magnets for a wired earphones are of no use and i dont think the strap that is provided to wrap the earphones up are going to be of much use but u can remove the strap since it's a rubbered one",Positive
realme Buds 2 Wired Headset,4,Worth the money,Fantastic earphone.Must suggest.I use many head phone but this is best under 1500rs.One of the best i used.must buy.It's little uncomfortable in full volume it's best in one and two down volume...just go for it without any hesitation...love it.,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Best in the market!,Many YouTubers have said in many ways that the base is not good but the base is very good and the battery backup is 100% Satisfied like NEVER BEFORE EVER AFTER,Positive
realme Buds 2 Wired Headset,4,Really Nice,ON high volume the sound is not clearbass is excellent For me my ears are getting little bit warmer when listing for much longer periodbuilt quality is awesome,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Highly recommended,"""Great headset from one plus",Positive
BoAt Airdopes 131 Bluetooth Headset,5,Fabulous!,good product,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Worth every penny,Boat 235v2 is best bluetooth,Positive
realme Buds Wireless Bluetooth Headset,4,Worth the money,Pro:1.Battery back up is awsome2.Bass is good3.Looks trendy and good design4.Smart connectCons:1.Sound is a liitle unpleasant when listening at higher volume bt at below 75 percent its ok. 2.Auto on/off/connect feature is good bt sometimes sound plays on phone insted of headset after autoconnect.Overall good headset to have,Positive
realme Buds Wireless Bluetooth Headset,5,Simply awesome,I like this very beautiful sound reang anything good I'm full happy thanks,Positive
realme Buds Wireless Bluetooth Headset,5,Mind-blowing purchase,very impressed,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Simply awesome,"""ONEPLUS THE BEST ÃƒÂ°Ã…Â¸Ã…Â’Ã…Â¸Crystal clear sound .Treble & Bass are well balanced.Bass is developed compared to OP Bullets 2 .Massive Battery Backup within 10-15minutes of charging.Built Quality is too good which gives premium feel .Magnetic On/Off will be very much useful .Finally ",Positive
realme Buds Q Bluetooth Headset,5,Brilliant,Nice  and best sound quality this is amazing product,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4,Good quality product,Excellent product,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Worth the money,"""Everything is ok but",Positive
BoAt Airdopes 131 Bluetooth Headset,4,Delightful,"""Awesome product.I will definitely suggest to buy this earbuds.Awesome sound quality",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Wonderful,Great product,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Nice product,"""If you want to compare bass to other like I have boat 255 then you will definitely disappoint.So don't check comparison",Positive
realme Buds Q Bluetooth Headset,4,Worth the money,Good product in 1299,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Worth every penny,This is perfect Budgeted Earphones. Sound is awesome. Crstal clear voice. Calling experience  is Good. Range of bluetooth is Good. Thanks to Flipkart. Packing was Fabulous....! Love this product....! ?????,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Brilliant,(1) Worth of the money ÃƒÂ°Ã…Â¸Ã¢Â€Â™Ã‚Â°(2) Nice design & comfort ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã¢Â€Âš(3) Good battery backupÃƒÂ°Ã…Â¸Ã¢Â€ÂÃ¢Â€Â¹(4) Nice sound quality and Bass also ÃƒÂ°Ã…Â¸Ã…Â½Ã‚Â¶,Positive
BoAt BassHeads 100 Wired Headset,5,Excellent,This is a genuine review. Cros:For this price point this ear phones are perfect.It has mic which was very good. At this price. The sound quality is perfect and They will fit exactly in your the earsand it is completely awful.This will make neutral satification to play pubg as well.Cons:And the only thing this which is hesitating is little confusion among buds which is right and which is left,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Awesome,Good,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Brilliant,Nice product,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Worth every penny,Best,Positive
BoAt BassHeads 100 Wired Headset,5,Wonderful,nice product..  color is exactly shown in the pic.  best headset in this price range..  worth buying..  i ll suggest this product under this cost..  loved this headset from boAt.,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Simply awesome,"""Writing this after 11 day of usage.Battery backup awesome.Using it continuously turn by turn me and my brother",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Delightful,Osm,Positive
realme Buds Wireless Bluetooth Headset,5,Must buy!,Vry good headset nice sounds adn clear voice and best off and auto on off vry nice technology,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Excellent,Ace in the gameGood product,Positive
realme Buds Wireless Bluetooth Headset,5,Awesome,Seriously very nice build quality And bass is superb And Bluetooth range also very niceI bought this buds in deal just 1599,Positive
realme Buds 2 Wired Headset,5,Super!,Very good product at this price segment... The built quality and Audio quality is awesome.... The bass booster does it work perfectly..... The earphone is made up of braided cable and it is tangle free easy to handle the earphone.,Positive
realme Buds 2 Wired Headset,5,Super!,very nicely made by realme . good job . it will be better if realme also inculde these earphones with their mobiles and also oneplus phones should bundle these earphones as oneplus has never made the efforts of bundling earphones in any of their phones in the past n the present.,Positive
realme Buds 2 Wired Headset,4,Wonderful,This one is definitely better than the realme buds 1. It has surrounding sound good baas and a comfortable design.I really love the build quality also.,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Worth every penny,Good product,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Worth every penny,Awesome product bass is tooooo good  battery backup and fast charge good finally music and especially bass lovers must buy this product thank u flipcart very fast deliveryAnd finally Thank u sooo much boat such a amazing product and very low price,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Delightful,nice product,Positive
realme Buds 2 Wired Headset,5,Mind-blowing purchase,Every thing is good except the sound clarity as it sound less sharp and more dull with any sound for example when playing games like Pubg the gun sound and footstep is not clear as  compare to other in price points. The 3d sound is very low You can not identify the location clearly,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Good choice,Good quality,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Worth every penny,Good prodact,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Just wow!,"""i love thissuperr battery backup...",Positive
realme Buds 2 Wired Headset,5,Great product,sounds quality is very good and bass is balanced that feel good bass overall good earphones,Positive
realme Buds Q Bluetooth Headset,4,Good choice,Sound quality is little low,Positive
